-4.36518	4.4388	12	5	-38.0
-4.25187	4.43312	14	5	-36.0
-4.12681	4.42655	17	5	-41.0
-4.00794	4.41996	19	5	-35.0
-3.8735	4.39537	22	6	-39.0
-3.76083	4.38811	24	6	-40.0
-3.66053	4.36317	26	6	-38.0
-3.55587	4.3415	28	7	-39.0
-3.43604	4.30969	31	7	-39.0
-3.31705	4.29552	33	8	-39.0
-3.20309	4.27633	35	8	-36.0
-3.09146	4.26757	38	8	-44.0
-2.97366	4.25795	40	8	-38.0
-2.84654	4.25451	43	8	-38.0
-2.71624	4.25485	45	8	-35.0
-2.58863	4.27068	48	8	-38.0
-2.47638	4.26465	50	8	-40.0
-2.35492	4.2712	52	8	-40.0
-2.24368	4.26546	55	8	-36.0
-2.10922	4.24388	57	9	-41.0
-1.99352	4.23538	60	9	-33.0
-1.88236	4.22008	62	9	-36.0
-1.77594	4.20856	64	9	-36.0
-1.65556	4.19668	66	10	-36.0
-1.52191	4.19755	69	10	-33.0
-1.41175	4.19048	71	10	-36.0
-1.3143	4.2058	73	9	-33.0
-1.20499	4.1989	75	10	-33.0
-1.08123	4.19003	78	10	-33.0
-0.966412	4.1779	80	10	-31.0
-0.851644	4.16951	82	10	-31.0
-0.746115	4.18435	85	10	-32.0
-0.681243	4.118	86	11	-34.0
-0.690334	3.99471	86	14	-33.0
-0.686318	3.88264	86	16	-33.0
-0.68315	3.8486	86	17	-32.0
-0.787879	3.82789	84	17	-30.0
-0.893166	3.83127	82	17	-31.0
-1.0264	3.8321	79	17	-33.0
-1.13434	3.84195	77	17	-36.0
-1.2478	3.85182	75	16	-31.0
-1.36154	3.86356	72	16	-31.0
-1.49095	3.87435	70	16	-31.0
-1.62153	3.8825	67	16	-33.0
-1.73834	3.89077	65	16	-33.0
-1.85409	3.90118	62	15	-32.0
-1.98745	3.90892	60	15	-44.0
-2.11008	3.91805	57	15	-35.0
-2.21684	3.92543	55	15	-38.0
-2.32598	3.94284	53	15	-41.0
-2.44011	3.95135	51	14	-33.0
-2.55584	3.96792	48	14	-40.0
-2.67549	3.9737	46	14	-40.0
-2.79944	3.98253	44	14	-36.0
-2.92984	3.98537	41	14	-36.0
-3.04895	3.98488	39	14	-38.0
-3.17958	3.99489	36	14	-38.0
-3.29331	3.97852	34	14	-38.0
-3.4179	3.98481	31	14	-38.0
-3.53858	3.97768	29	14	-39.0
-3.65875	3.98907	26	14	-39.0
-3.78416	3.99599	24	14	-39.0
-3.89628	4.00117	22	13	-38.0
