-0.894211	4.14291	82	11	-33.0
-1.01047	4.14646	79	11	-31.0
-1.13413	4.15175	77	10	-32.0
-1.26535	4.16909	74	10	-30.0
-1.37878	4.18801	72	10	-30.0
-1.49221	4.20547	70	9	-34.0
-1.60114	4.21796	67	9	-30.0
-1.72279	4.23231	65	9	-31.0
-1.84025	4.25164	63	8	-32.0
-1.9831	4.26444	60	8	-30.0
-2.10799	4.26716	57	8	-28.0
-2.21791	4.25396	55	8	-27.0
-2.34272	4.24172	53	9	-28.0
-2.44622	4.22338	51	9	-31.0
-2.57606	4.20088	48	9	-27.0
-2.69899	4.17251	46	10	-27.0
-2.81039	4.1557	43	10	-27.0
-2.93294	4.1223	41	11	-25.0
-3.04513	4.07789	39	12	-23.0
-3.17606	4.03117	36	13	-21.0
-3.29781	4.0016	34	13	-20.0
-3.41764	3.99968	31	14	-18.0
-3.53409	4.02229	29	13	-20.0
-3.65105	4.06143	26	12	-18.0
-3.75517	4.10977	24	11	-17.0
-3.8284	4.18113	23	10	-16.0
-3.93243	4.23098	21	9	-15.0
-4.06086	4.26336	18	8	-21.0
-4.18933	4.2901	16	8	-20.0
-4.3144	4.32777	13	7	-21.0
-4.36483	4.23816	12	9	-25.0
-4.38762	4.12595	12	11	-26.0
-4.41131	4.00658	11	13	-27.0
-4.43506	3.91287	11	15	-23.0
-4.33315	3.87418	13	16	-23.0
-4.22507	3.84063	15	17	-22.0
-4.11523	3.8162	17	17	-21.0
-3.98177	3.81749	20	17	-20.0
-3.86281	3.8176	22	17	-19.0
-3.73619	3.82539	25	17	-19.0
-3.60299	3.83114	27	17	-20.0
-3.47582	3.83507	30	17	-20.0
-3.36289	3.82949	32	17	-24.0
-3.24806	3.83038	35	17	-28.0
-3.10996	3.81321	37	17	-30.0
-2.98406	3.79838	40	18	-30.0
-2.8526	3.79271	42	18	-27.0
-2.72392	3.78696	45	18	-28.0
-2.59858	3.78721	48	18	-28.0
-2.46631	3.78629	50	18	-31.0
-2.32555	3.78307	53	18	-30.0
-2.20055	3.78021	55	18	-31.0
-2.06787	3.77418	58	18	-31.0
-1.93342	3.77297	61	18	-33.0
-1.80729	3.76226	63	18	-37.0
-1.66767	3.74816	66	19	-36.0
-1.53599	3.73802	69	19	-34.0
-1.42323	3.72647	71	19	-37.0
-1.29689	3.71509	74	19	-39.0
-1.18848	3.72402	76	19	-34.0
-1.07505	3.71608	78	19	-33.0
-0.952039	3.70674	80	19	-38.0
-0.847681	3.64342	83	21	-33.0
